excluded_reason,title,price,location,date,model,storage,price_num,normalized_link
Duplicate link,IPhone 13Pro 256G 白色 機況9.9成新 電池健康,"NT$5,000","Taichung, Taiwan",2025-06-26,iPhone 13 Pro,256,5000.0,https://www.facebook.com/marketplace/item/668322156094224/
Duplicate link,面交 出售本人自用手機iPhone 14 Pro max 128G 功能都是正常的 無損傷,"NT$4,500",Chiayi,2025-06-26,iPhone 14 Pro Max,128,4500.0,https://www.facebook.com/marketplace/item/749441934413830/
Duplicate link,iPhone 13 128G 電池健康 89% 配件齊全 保護的很好 無傷功能正常 可以面交,"NT$3,800","Taichung, Taiwan",2025-06-26,iPhone 13,128,3800.0,https://www.facebook.com/marketplace/item/690115147139462/
Duplicate link,Iphone14 pro 256g,"$13,900","Yünlin, Taiwan",2025-06-26,iPhone 14 Pro,256,13900.0,https://www.facebook.com/marketplace/item/701503819044250/
Duplicate link,IPHONE 15 128G粉色,"NT$15,000","Taoyuan District, Taoyuan",2025-06-26,iPhone 15,128,15000.0,https://www.facebook.com/marketplace/item/731998395994452/
Duplicate link,iPhone 13promax 256g 換過銀幕 中古機 台中面交,"NT$12,000","Taichung, Taiwan",2025-06-26,iPhone 13 Pro Max,256,12000.0,https://www.facebook.com/marketplace/item/1453976552711326/
Duplicate link,iPhone 13 128g 白色,"NT$8,000","Tainan, Taiwan",2025-06-26,iPhone 13,128,8000.0,https://www.facebook.com/marketplace/item/632354883180711/
Duplicate link,iPhone 14pro 256G 金,"NT$17,000","Kaohsiung, Taiwan",2025-06-26,iPhone 14 Pro,256,17000.0,https://www.facebook.com/marketplace/item/1249460230518224/
Duplicate link,IPHONE 14PRO MAX 128G紫色,"NT$16,000","Taoyuan District, Taoyuan",2025-06-26,iPhone 14 Pro Max,128,16000.0,https://www.facebook.com/marketplace/item/1703394470283071/
Duplicate link,iPhone 14 白色 128G,"NT$14,000","Kaohsiung, Taiwan",2025-06-26,iPhone 14,128,14000.0,https://www.facebook.com/marketplace/item/1512834203020053/
Duplicate link,iphone 14 pro max 512g 紫,"NT$19,500","Erhlin, T'Ai-Wan, Taiwan",2025-06-26,iPhone 14 Pro Max,512,19500.0,https://www.facebook.com/marketplace/item/1158175759415857/
Duplicate link,iPhone 15 pro max 256g 原鈦色,"NT$25,000",Chiayi,2025-06-26,iPhone 15 Pro Max,256,25000.0,https://www.facebook.com/marketplace/item/10074281012607762/
Duplicate link,敬騰通訊_IPHONE 14PRO 256G 紫 電池100% (2195) 有盒台中實體店面安全保證 ✔️零元取機/舊機貼換,"NT$18,000","Taichung, Taiwan",2025-06-26,iPhone 14 Pro,256,18000.0,https://www.facebook.com/marketplace/item/8709350265856493/
Duplicate link,iPhone 14 128G 黑色 電池87%🍎✨外觀有傷✨,"NT$12,500","Taoyuan District, Taoyuan",2025-06-26,iPhone 14,128,12500.0,https://www.facebook.com/marketplace/item/1849032448991008/
Duplicate link,IPhone 14 Plus想換15 Pro,"NT$13,900","Taichung, Taiwan",2025-06-26,iPhone 14 Plus,Unknown,13900.0,https://www.facebook.com/marketplace/item/1105661868072212/
Duplicate link,出售 iPhone 15 Pro 256G 原鈦色,"NT$21,000","Taichung, Taiwan",2025-06-26,iPhone 15 Pro,256,21000.0,https://www.facebook.com/marketplace/item/2890187114517776/
Duplicate link,iPhone 14 Pro 128g送全新電池,"NT$16,800","Taoyuan District, Taoyuan",2025-06-26,iPhone 14 Pro,128,16800.0,https://www.facebook.com/marketplace/item/2099980573862502/
Duplicate link,iPhone 14 256g藍 外觀漂亮 已換新電池 台南交易 可手機貼換,"$13,500","Tainan, Taiwan",2025-06-26,iPhone 14,256,13500.0,https://www.facebook.com/marketplace/item/1255867679258111/
Duplicate link,便宜賣掉一隻不用的舊手機 iPhone14Promax 金色,"NT$4,000","Taoyuan District, Taoyuan",2025-06-26,iPhone 14 Pro Max,Unknown,4000.0,https://www.facebook.com/marketplace/item/653225827090428/
Duplicate link,售 iPhone 14 plus 256g 白色 9成新 外觀無損，無維修紀錄 正常使用,"NT$8,500","Taichung, Taiwan",2025-06-26,iPhone 14 Plus,256,8500.0,https://www.facebook.com/marketplace/item/666477859509733/
Duplicate link,售 iPhone 15 Pro Max 256G 原鈦色 機美無傷 配件齊全,"NT$11,000","Taichung, Taiwan",2025-06-26,iPhone 15 Pro Max,256,11000.0,https://www.facebook.com/marketplace/item/1029203325842058/
Duplicate link,iphone14 128g藍色,"NT$9,000","Taiwankou, T'Ai-Wan, Taiwan",2025-06-26,iPhone 14,128,9000.0,https://www.facebook.com/marketplace/item/4090939551124947/
Duplicate link,售 - iPhone 14 Pro 256G,"NT$16,500","Taoyuan District, Taoyuan",2025-06-26,iPhone 14 Pro,256,16500.0,https://www.facebook.com/marketplace/item/707952738393318/
Duplicate link,IPHONE 13 128G 黑 電池73 現金價7490 高雄面交,"NT$7,490","Kaohsiung, Taiwan",2025-06-26,iPhone 13,128,7490.0,https://www.facebook.com/marketplace/item/579890064853456/
Duplicate link,售 Iphone14promax 256gb 一手女用機九成新,"NT$20,000","Penghu, Taiwan",2025-06-26,iPhone 14 Pro Max,256,20000.0,https://www.facebook.com/marketplace/item/1821671805396576/
Duplicate link,iPhone 14 128G 黃色、完美無傷、原廠保固半年,"NT$13,900","Tainan, Taiwan",2025-06-26,iPhone 14,128,13900.0,https://www.facebook.com/marketplace/item/1805379486993506/
Duplicate link,售 iPhone 16 Pro Max 512G 金色,"NT$35,000","Tainan, Taiwan",2025-06-26,iPhone 16 Pro Max,512,35000.0,https://www.facebook.com/marketplace/item/2220326015083995/
Duplicate link,iPhone 16 Promax 512GB 金,"NT$38,500","Taichung, Taiwan",2025-06-26,iPhone 16 Pro Max,512,38500.0,https://www.facebook.com/marketplace/item/1419702932622478/
Duplicate link,敬騰通訊_IPHONE 14PRO 128G 黑 電池89% (8991) 無盒台中實體店面安全保證 ✔️零元取機/舊機貼換,"NT$17,000","Taichung, Taiwan",2025-06-26,iPhone 14 Pro,128,17000.0,https://www.facebook.com/marketplace/item/526370900469945/
Duplicate link,Iphone 14Pro 256G銀色🍎原廠螢幕,"NT$8,000","Hsinchu, Taiwan",2025-06-26,iPhone 14 Pro,256,8000.0,https://www.facebook.com/marketplace/item/698724302760839/
Duplicate link,iPhone 12 128G 後殼已經修好 配件齊全 功能正常 電池健康 89% 低價出售,"NT$1,800","Taichung, Taiwan",2025-06-26,iPhone 12,128,1800.0,https://www.facebook.com/marketplace/item/3969633419946527/
Duplicate link,售 iPhone 14 Pro 256GB 14pro 256GB 白色,"NT$9,000","Taichung, Taiwan",2025-06-26,iPhone 14 Pro,256,9000.0,https://www.facebook.com/marketplace/item/2540260072978609/
Duplicate link,低價出售99新iPhone 14 256g,"NT$9,700","Kaohsiung, Taiwan",2025-06-26,iPhone 14,256,9700.0,https://www.facebook.com/marketplace/item/1752094592397495/
Duplicate link,iphone 14 pro max 256g 紫,"NT$1,500","Tainan, Taiwan",2025-06-26,iPhone 14 Pro Max,256,1500.0,https://www.facebook.com/marketplace/item/1431556537861370/
Duplicate link,售iPhone 14 128 紅 電池91 美版,"NT$10,500","Tainan, Taiwan",2025-06-26,iPhone 14,128,10500.0,https://www.facebook.com/marketplace/item/1658737578850302/
Duplicate link,iphone14 256g 電池100%,"NT$14,500","Taichung, Taiwan",2025-06-26,iPhone 14,256,14500.0,https://www.facebook.com/marketplace/item/3619293698368381/
Duplicate link,iphone13pro 128G,"NT$9,500","Kaohsiung, Taiwan",2025-06-26,iPhone 13 Pro,128,9500.0,https://www.facebook.com/marketplace/item/995687706087698/
Duplicate link,iPhone 14 Pro 128G🉑貼換 台中 彰化 雲林 南投 嘉義 台南 皆可面交 Line: kai950303,"NT$18,000","Taichung, Taiwan",2025-06-26,iPhone 14 Pro,128,18000.0,https://www.facebook.com/marketplace/item/1827222187860343/
Duplicate link,iphone14pro max 256g🔋100%台南可面交,"NT$20,500","Tainan, Taiwan",2025-06-26,iPhone 14 Pro Max,256,20500.0,https://www.facebook.com/marketplace/item/1239157777737146/
Duplicate link,iphone 14 pro256G,"NT$1,300",Changhua,2025-06-26,iPhone 14 Pro,256,1300.0,https://www.facebook.com/marketplace/item/1913220836105058/
Duplicate link,Poco X7 PRO 12/512 黃 黑 各一 Mi 小米 realme iPhone redmi 14T F6 F7 PRO ultra 可參考,"NT$9,000","Taichung, Taiwan",2025-06-26,iPhone 12,512,9000.0,https://www.facebook.com/marketplace/item/1035906631978857/
Duplicate link,iPhone 14 pro 128gb 🔋100 14pro 128gb.可以見面,"NT$3,500","Taichung, Taiwan",2025-06-26,iPhone 14 Pro,128,3500.0,https://www.facebook.com/marketplace/item/4053331944952013/
Duplicate link,iPhone 14Plus 256G黑,"NT$17,000","Taichung, Taiwan",2025-06-26,iPhone 14 Plus,256,17000.0,https://www.facebook.com/marketplace/item/1099796231991268/
Duplicate link,敬騰通訊_IPHONE 14PRO 256G 銀 電池100% (6103) 無盒台中實體店面安全保證 ✔️零元取機/舊機貼換,"NT$18,000","Taichung, Taiwan",2025-06-26,iPhone 14 Pro,256,18000.0,https://www.facebook.com/marketplace/item/1226255915950490/
Duplicate link,高雄可面交❤️完美無傷 iPhone 14 pro/14 pro max 128/256G,"NT$15,000","Kaohsiung, Taiwan",2025-06-26,iPhone 14 Pro,128,15000.0,https://www.facebook.com/marketplace/item/1400064238106507/
Duplicate link,iPhone 13 Pro 256G 完美二手 電池95,"NT$7,000",Dalin Township,2025-06-26,iPhone 13 Pro,256,7000.0,https://www.facebook.com/marketplace/item/1119594399994249/
Duplicate link,IPhone 14Promax-128G,"NT$1,300",Changhua,2025-06-26,iPhone 14 Pro Max,128,1300.0,https://www.facebook.com/marketplace/item/778209095125186/
Duplicate link,iPhone 14 pro 256g 紫色 電池100%,"NT$1,300",Changhua,2025-06-26,iPhone 14 Pro,256,1300.0,https://www.facebook.com/marketplace/item/4173570182922196/
Duplicate link,售iPhone 15 128g 綠色,"NT$11,000",Puzi City,2025-06-26,iPhone 15,128,11000.0,https://www.facebook.com/marketplace/item/1430134878144253/
Duplicate link,售二手iPhone 14 Pro 256G 或全新 iPhone 16 Pro 256G,"NT$16,500","Taipei, Taiwan",2025-06-25,Multiple,256,16500.0,https://www.facebook.com/marketplace/item/735377885567926/
Duplicate link,iPhone 14 Pro Max 256G港版,"NT$25,000",New Taipei City,2025-06-25,iPhone 14 Pro Max,256,25000.0,https://www.facebook.com/marketplace/item/1438806610474188/
Duplicate link,iPhone 13 Pro 512G,"NT$13,500",New Taipei City,2025-06-25,iPhone 13 Pro,512,13500.0,https://www.facebook.com/marketplace/item/572522195694345/
Duplicate link,IPHONE 11 PRO 256G,"NT$5,500",New Taipei City,2025-06-25,iPhone 11 Pro,256,5500.0,https://www.facebook.com/marketplace/item/1474429750394744/
Duplicate link,iPhone 13Mini 256G 經典紅✨,"NT$10,050","Taipei, Taiwan",2025-06-25,iPhone 13 mini,256,10050.0,https://www.facebook.com/marketplace/item/1097221015798966/
Duplicate link,全新手機殼iPhone 13和15 便宜賣,NT$50,New Taipei City,2025-06-25,iPhone 13,Unknown,50.0,https://www.facebook.com/marketplace/item/1375947096948665/
Duplicate link,Apple iPhone SE2 128GB,"NT$4,000",New Taipei City,2025-06-25,iPhone SE,128,4000.0,https://www.facebook.com/marketplace/item/23928201363496641/
Duplicate link,Iphone16e 128g 黑 全新未拆 電信續約機,"NT$18,800","Taipei, Taiwan",2025-06-25,iPhone 16E,128,18800.0,https://www.facebook.com/marketplace/item/743298051381896/
Duplicate link,自用 iPhone 11 promax 256G夜幕綠,"NT$1,300",New Taipei City,2025-06-25,iPhone 11 Pro Max,256,1300.0,https://www.facebook.com/marketplace/item/1637138580323070/
Duplicate link,iPhone 13 Pro Max 256g 自用一手 底價出,"NT$1,300",New Taipei City,2025-06-25,iPhone 13 Pro Max,256,1300.0,https://www.facebook.com/marketplace/item/1564554474229866/
Duplicate link,iPhone 14promax金/256g/電池健康度92% 無盒無傷,"NT$21,900",New Taipei City,2025-06-25,iPhone 14 Pro Max,256,21900.0,https://www.facebook.com/marketplace/item/733280502714909/
Duplicate link,[雙北面交] iPhone 16 Pro 256GB（金色/白色/原色） 全新未拆封,"NT$35,000",New Taipei City,2025-06-25,iPhone 16 Pro,256,35000.0,https://www.facebook.com/marketplace/item/734479522592118/
Duplicate link,IPhone 16 Pro - 128Gb likenew Fullbox,"NT$25,000",New Taipei City,2025-06-25,iPhone 16 Pro,128,25000.0,https://www.facebook.com/marketplace/item/691576650541196/
Duplicate link,Apple iPhone 15 128G,"NT$17,000",New Taipei City,2025-06-25,iPhone 15,128,17000.0,https://www.facebook.com/marketplace/item/1010906814163374/
Duplicate link,二手 iPhone 15 Pro 128GB藍色,"$20,900","Taipei, Taiwan",2025-06-25,iPhone 15 Pro,128,20900.0,https://www.facebook.com/marketplace/item/1477141063648387/
Duplicate link,健康度80% iphone13 128G 藍,"NT$8,500",New Taipei City,2025-06-25,iPhone 13,128,8500.0,https://www.facebook.com/marketplace/item/674990945364083/
Duplicate link,iphone14 128GB 健康度85%,"NT$14,000","Taipei, Taiwan",2025-06-25,iPhone 14,128,14000.0,https://www.facebook.com/marketplace/item/726077836586978/
Duplicate link,全新 iPhone 16 Pro 256GB 黑色,"NT$37,000",New Taipei City,2025-06-25,iPhone 16 Pro,256,37000.0,https://www.facebook.com/marketplace/item/721913153824246/
Duplicate link,iPhone 16 粉/256g/電池健康度100% 有盒漂亮無傷 保固至26/3/25,"NT$25,000",New Taipei City,2025-06-25,iPhone 16,256,25000.0,https://www.facebook.com/marketplace/item/710737495207144/
Duplicate link,iphone16 pro 256g,"NT$35,500",New Taipei City,2025-06-25,iPhone 16 Pro,256,35500.0,https://www.facebook.com/marketplace/item/708431985265452/
Duplicate link,iPhone 16 pro max 256Gb,"NT$36,000",New Taipei City,2025-06-25,iPhone 16 Pro Max,256,36000.0,https://www.facebook.com/marketplace/item/715272411469105/
Duplicate link,Iphone 12 Pro Max 256g 金 電池75%,"NT$11,500",New Taipei City,2025-06-25,iPhone 12 Pro Max,256,11500.0,https://www.facebook.com/marketplace/item/718549780799707/
Duplicate link,iPhone 16 promax 保護殼,NT$250,New Taipei City,2025-06-25,iPhone 16 Pro Max,Unknown,250.0,https://www.facebook.com/marketplace/item/728462536499372/
Duplicate link,iPhone 14 128g 白色,"NT$13,800",New Taipei City,2025-06-25,iPhone 14,128,13800.0,https://www.facebook.com/marketplace/item/729546746239241/
Duplicate link,IPhone 14Promax-128G,"NT$1,300",New Taipei City,2025-06-25,iPhone 14 Pro Max,128,1300.0,https://www.facebook.com/marketplace/item/625508100125286/
Duplicate link,售iphone16 pro 128 g 沙漠色全新,"NT$32,000","Taipei, Taiwan",2025-06-25,iPhone 16 Pro,128,32000.0,https://www.facebook.com/marketplace/item/701199099120344/
Duplicate link,iPhone 16E 256Gb,"NT$22,000",New Taipei City,2025-06-25,iPhone 16E,256,22000.0,https://www.facebook.com/marketplace/item/1364318504652085/
Duplicate link,iPhone 16 pro max 手機殼 惡魔 + Laut炫彩殼,"NT$300,600",New Taipei City,2025-06-25,iPhone 16 Pro Max,Unknown,300600.0,https://www.facebook.com/marketplace/item/2221319594978993/
Duplicate link,賣iPhone xs256g$2500,"$2,500",New Taipei City,2025-06-25,iPhone XS,256,2500.0,https://www.facebook.com/marketplace/item/1804916470090259/
Duplicate link,想找一隻iphone16 PRO MAX 雙北 二手也行,"NT$32,000",New Taipei City,2025-06-25,iPhone 16 Pro Max,Unknown,32000.0,https://www.facebook.com/marketplace/item/1534081127569209/
Duplicate link,收 iPhone 16e,"NT$9,999","Taipei, Taiwan",2025-06-25,iPhone 16E,Unknown,9999.0,https://www.facebook.com/marketplace/item/656716796850828/
Duplicate link,Iphone 15 128g,"NT$16,000","Taipei, Taiwan",2025-06-25,iPhone 15,128,16000.0,https://www.facebook.com/marketplace/item/1215464859983904/
Duplicate link,Iphone 16 Pro 256,"NT$36,000","Taipei, Taiwan",2025-06-25,iPhone 16 Pro,256,36000.0,https://www.facebook.com/marketplace/item/677159682150819/
Duplicate link,Iphone 16 128 白 黑 原,"NT$22,000",New Taipei City,2025-06-25,iPhone 16,128,22000.0,https://www.facebook.com/marketplace/item/734783289012815/
Duplicate link,IphoneXS MAX 64G 金 🔋87%（雙北面交）,"NT$4,900",New Taipei City,2025-06-25,iPhone XS,64,4900.0,https://www.facebook.com/marketplace/item/1337511450682492/
Duplicate link,金色 Apple iPhone 16 Pro Max 256G 台灣保固2025.10.18 原廠盒裝,"NT$18,000",New Taipei City,2025-06-25,iPhone 16 Pro Max,256,18000.0,https://www.facebook.com/marketplace/item/2989154261257830/
Duplicate link,"🔥 iPhone 14 Pro 256GB 僅售 $18,000！電池全新100%！","NT$18,000",New Taipei City,2025-06-25,iPhone 14 Pro,256,18000.0,https://www.facebook.com/marketplace/item/978285550904519/
Duplicate link,iPhone 16Pro max 256GB🔋100%,"NT$36,000","Taipei, Taiwan",2025-06-25,iPhone 16 Pro Max,256,36000.0,https://www.facebook.com/marketplace/item/1254304985537561/
Duplicate link,iPhone 16 Plus 256 藍色,"NT$28,500","Taipei, Taiwan",2025-06-25,iPhone 16 Plus,256,28500.0,https://www.facebook.com/marketplace/item/1247026390465522/
Duplicate link,iPhone 16 Pro Max 256GB🔋100%,"NT$35,900",New Taipei City,2025-06-25,iPhone 16 Pro Max,256,35900.0,https://www.facebook.com/marketplace/item/747408354531637/
Duplicate link,iPhone 14 Plus 128GB 紫,"NT$15,500",New Taipei City,2025-06-25,iPhone 14 Plus,128,15500.0,https://www.facebook.com/marketplace/item/9957574351020053/
Duplicate link,iPhone 16 Pro Max 512,"NT$42,500",New Taipei City,2025-06-25,iPhone 16 Pro Max,512,42500.0,https://www.facebook.com/marketplace/item/9983103241816292/
Duplicate link,iPhone XS 256GB 銀 無傷,"NT$5,000",New Taipei City,2025-06-25,iPhone XS,256,5000.0,https://www.facebook.com/marketplace/item/1359001351825612/
Duplicate link,Iphone15 256粉,"NT$1,500",New Taipei City,2025-06-25,iPhone 15,256,1500.0,https://www.facebook.com/marketplace/item/1794467787829966/
Duplicate link,iPhone XR 128G 白色,"NT$4,000","Taipei, Taiwan",2025-06-25,iPhone X,128,4000.0,https://www.facebook.com/marketplace/item/620179637119701/
Duplicate link,iPhone 16e 128G 黑 健康度100% S級福利品 原廠保固內 實機拍攝 #41430,"NT$17,500",New Taipei City,2025-06-25,iPhone 16E,128,17500.0,https://www.facebook.com/marketplace/item/712462951280159/
Duplicate link,賣iphone Xs max 256g黑色 (2),"NT$1,100","Taipei, Taiwan",2025-06-25,iPhone XS,256,1100.0,https://www.facebook.com/marketplace/item/1120899753120361/
Duplicate link,iphone 12 mini 256GB 黑色 配件齊全 功能正常,"NT$4,200",New Taipei City,2025-06-25,iPhone 12 mini,256,4200.0,https://www.facebook.com/marketplace/item/1635987667119667/
Duplicate link,iphone 15 pro max 256g,"NT$26,500",New Taipei City,2025-06-25,iPhone 15 Pro Max,256,26500.0,https://www.facebook.com/marketplace/item/1095947102389323/
Duplicate link,iphone 14 pro max 256g 更換副廠螢幕,"NT$16,000",New Taipei City,2025-06-25,iPhone 14 Pro Max,256,16000.0,https://www.facebook.com/marketplace/item/1024473546507936/
Duplicate link,二手IPhone 15 pro 256G 原鈦色,"NT$20,000","Taipei, Taiwan",2025-06-25,iPhone 15 Pro,256,20000.0,https://www.facebook.com/marketplace/item/1550253255659495/
Duplicate link,iphone 15 pro 128g 電池健康度91% 土城站可面交,"NT$23,000",New Taipei City,2025-06-25,iPhone 15 Pro,128,23000.0,https://www.facebook.com/marketplace/item/1214608690309511/
Duplicate link,Iphone 15 Pro 256g 白色,"NT$25,500","Taipei, Taiwan",2025-06-25,iPhone 15 Pro,256,25500.0,https://www.facebook.com/marketplace/item/1762267441015004/
Duplicate link,IPHONE 14 PRO 256GB 紫色,"NT$17,000","Taipei, Taiwan",2025-06-25,iPhone 14 Pro,256,17000.0,https://www.facebook.com/marketplace/item/999994258712056/
Duplicate link,【蘋果手機】Apple iPhone 14 128GB 單機 二手機 實體店面 # 6317,"NT$13,500",New Taipei City,2025-06-25,iPhone 14,128,13500.0,https://www.facebook.com/marketplace/item/1048885716849192/
Duplicate link,Iphone16粉 128G 🔋100#,"$22,000",New Taipei City,2025-06-25,iPhone 16,128,22000.0,https://www.facebook.com/marketplace/item/1200974007751669/
Duplicate link,iPhone 16e 128g 白 電池100% 循環20次 客人用不習慣 保固到2026/5/2 有盒裝有配件,"$18,000","Taipei, Taiwan",2025-06-25,iPhone 16E,128,18000.0,https://www.facebook.com/marketplace/item/1753941032213201/
Duplicate link,Iphone16 pro max 256g 沙漠金,"NT$36,900",New Taipei City,2025-06-25,iPhone 16 Pro Max,256,36900.0,https://www.facebook.com/marketplace/item/727568976341519/
Duplicate link,iPhone 16E 256g 白,"NT$22,300",New Taipei City,2025-06-25,iPhone 16E,256,22300.0,https://www.facebook.com/marketplace/item/496917516812457/
Duplicate link,【出售】：iPhone SE2 紅,"NT$4,000","Taipei, Taiwan",2025-06-25,iPhone SE,Unknown,4000.0,https://www.facebook.com/marketplace/item/1736152940581141/
Duplicate link,全新iPhone 保護貼/保護殼,NT$30,New Taipei City,2025-06-25,Unknown,Unknown,30.0,https://www.facebook.com/marketplace/item/1770519990200382/
Duplicate link,比原廠便宜$3000元 【出售】 iPhone 16e 128灰 【容量】128G 【保固】原廠保固一年 【電池健康度】 100% 【外觀】 全新未拆 【貨源】 公司貨 【售價】$18900 【電話,"$18,900",New Taipei City,2025-06-25,iPhone 16E,128,18900.0,https://www.facebook.com/marketplace/item/1056774839115279/
Duplicate link,iPhone 16 Pro Max 512GB,"NT$40,000",New Taipei City,2025-06-25,iPhone 16 Pro Max,512,40000.0,https://www.facebook.com/marketplace/item/1284008289997722/
Duplicate link,iphone 11 128g 自用一手 可面交,"NT$1,100","Taipei, Taiwan",2025-06-25,iPhone 11,128,1100.0,https://www.facebook.com/marketplace/item/981370536847684/
Duplicate link,iphone15 256G 粉紅,"NT$1,500","Taipei, Taiwan",2025-06-25,iPhone 15,256,1500.0,https://www.facebook.com/marketplace/item/3013720338799308/
Duplicate link,iPhone 16 256g,"NT$2,000",New Taipei City,2025-06-25,iPhone 16,256,2000.0,https://www.facebook.com/marketplace/item/1397622171548947/
Duplicate link,iPhone 16 por max 256G 沙漠金 僅充電7次 完美,"NT$20,000",New Taipei City,2025-06-25,iPhone 16,256,20000.0,https://www.facebook.com/marketplace/item/739669458416108/
Duplicate link,iPhone 14 256G 黑色.,"NT$4,000",New Taipei City,2025-06-25,iPhone 14,256,4000.0,https://www.facebook.com/marketplace/item/2389743574720546/
Duplicate link,iphone13二手機,"NT$11,500",New Taipei City,2025-06-25,iPhone 13,Unknown,11500.0,https://www.facebook.com/marketplace/item/685599824057238/
Duplicate link,Iphone14pro max128G,"NT$21,999",New Taipei City,2025-06-25,iPhone 14 Pro Max,128,21999.0,https://www.facebook.com/marketplace/item/1057177465833821/
Duplicate link,【洋機隊】Apple iPhone 14 Pro Max 128GB 6.7吋 可eSIM 當日出貨 有實體店 #4372,"NT$19,500","Taipei, Taiwan",2025-06-25,iPhone 14 Pro Max,128,19500.0,https://www.facebook.com/marketplace/item/1242274084265525/
Duplicate link,📱 出售 iPhone 16 黑色 128GB,"NT$23,000",New Taipei City,2025-06-25,iPhone 16,128,23000.0,https://www.facebook.com/marketplace/item/3355305084617420/
Duplicate link,iPhone 12 256g 銀白色 電池91 分手了便宜賣掉,"NT$2,000","Taipei, Taiwan",2025-06-25,iPhone 12,256,2000.0,https://www.facebook.com/marketplace/item/895672492542600/
Duplicate link,iPhone 15 plus手機殼,NT$400,New Taipei City,2025-06-25,iPhone 15 Plus,Unknown,400.0,https://www.facebook.com/marketplace/item/1959059674840143/
Duplicate link,二手9.99新 ，剛買ㄧ個月 【出售】IPhone 16e 256G 【備註】9.9999新 【電池】100% 【循環】32 【保固】原廠保固到明年4/19 【配件】 含充電線 【售價】 $2050,"$20,500",New Taipei City,2025-06-25,iPhone 16E,256,20500.0,https://www.facebook.com/marketplace/item/1005139521766651/
Duplicate link,iPhone 16 128g 黑/白/綠,"$22,000",New Taipei City,2025-06-25,iPhone 16,128,22000.0,https://www.facebook.com/marketplace/item/1050535980387158/
Duplicate link,iPhone 16 plus 128 綠 🔋100保固2025/12/1,"NT$25,500",New Taipei City,2025-06-25,iPhone 16 Plus,128,25500.0,https://www.facebook.com/marketplace/item/1224479575465770/
Duplicate link,iPhone 14pro 256,"$16,800",New Taipei City,2025-06-25,iPhone 14 Pro,256,16800.0,https://www.facebook.com/marketplace/item/955917165926680/
Duplicate link,Iphone 11 128G,"NT$1,100",New Taipei City,2025-06-25,iPhone 11,128,1100.0,https://www.facebook.com/marketplace/item/1179929203685682/
Duplicate link,IPhone 16 Pro Max 512B (原色鈦金屬） ！！！便宜9千9！！！,"NT$42,000","Taipei, Taiwan",2025-06-25,iPhone 16 Pro Max,512,42000.0,https://www.facebook.com/marketplace/item/1351089459918334/
Duplicate link,iPhone 13 128GB,"NT$10,000","Taipei, Taiwan",2025-06-25,iPhone 13,128,10000.0,https://www.facebook.com/marketplace/item/1613571722622297/
Duplicate link,Iphone 14 128g,"$11,500",New Taipei City,2025-06-25,iPhone 14,128,11500.0,https://www.facebook.com/marketplace/item/1751560662394934/
Duplicate link,全新iPhone 16 Pro 256 GB白色鈦金屬,"$40,350","Taipei, Taiwan",2025-06-25,iPhone 16 Pro,256,40350.0,https://www.facebook.com/marketplace/item/1069998941665918/
Duplicate link,iPhone 13 128g 黑色 盒裝,"NT$8,500",New Taipei City,2025-06-25,iPhone 13,128,8500.0,https://www.facebook.com/marketplace/item/607944008420153/
Duplicate link,iPhone 14 256GB,"$12,000","Taipei, Taiwan",2025-06-25,iPhone 14,256,12000.0,https://www.facebook.com/marketplace/item/1039791731422330/
Duplicate link,女生自用IPhone 13 256G粉色 電池83% 原廠沒有維修過 外觀漂亮不玩遊戲可約面交不需訂金附原盒+線,"NT$11,900",New Taipei City,2025-06-25,iPhone 13,256,11900.0,https://www.facebook.com/marketplace/item/688922617453643/
Duplicate link,【售】 iPhone 15 Pro Max 256GB 藍,"NT$28,500","Taipei, Taiwan",2025-06-25,iPhone 15 Pro Max,256,28500.0,https://www.facebook.com/marketplace/item/1538757836842466/
Duplicate link,Iphone16 pro max 惡魔殼 devilcase(magsafe版本),"NT$1,300",New Taipei City,2025-06-25,iPhone 16 Pro Max,Unknown,1300.0,https://www.facebook.com/marketplace/item/1233221861770958/
Duplicate link,iPhone 16 Pro Max MagSafe 矽膠保護殼 – 灰石色,"NT$1,000",New Taipei City,2025-06-25,iPhone 16 Pro Max,Unknown,1000.0,https://www.facebook.com/marketplace/item/1622975755017575/
Duplicate link,iPhone 12 256G 🔋80% 無拆修過有盒裝配件,"NT$2,000",New Taipei City,2025-06-25,iPhone 12,256,2000.0,https://www.facebook.com/marketplace/item/1724152091510245/
Duplicate link,近全新的iPhone 16 Pro Max 256G 沙漠金,"NT$38,000",New Taipei City,2025-06-25,iPhone 16 Pro Max,256,38000.0,https://www.facebook.com/marketplace/item/1592061465513637/
Missing price,"The price is now NT$3,000 less for a listing you saved: M1 pro 16吋灰色，全機包膜15h",N/A,Unknown,2025-06-26,Unknown,Unknown,,https://www.facebook.com/marketplace/item/23913620358326240
Unknown model,全新16pro 256,"NT$34,800",New Taipei City,2025-06-26,Unknown,256,34800.0,https://www.facebook.com/marketplace/item/1964782874285522/
Accessory / non-phone,［電池100%］近全新 iPhone 16 128G 二手機 白色 台北 實體門市 可面交 舊機貼換 無卡分期,"NT$22,500","Taipei, Taiwan",2025-06-26,iPhone 16,128,22500.0,https://www.facebook.com/marketplace/item/1454972182151458/
